Sample ID,Sample Date,Latitude,Longitude,Hardness,PH,SI (CO2(g)),SOR,TDS,TTHM,Alkalinity,DO,EC (Field),ORP (mV),pH (Field),Res Cl,Temp (Field),Turbidity (Lab),Ammonia,Boron,Bromate,Bromide,Calcium,Chlorate,Chloride,Chlorite,Cyanide,Fluoride,HS (Field),HS (Lab),Iodide,Iron,Magnesium,Manganese,Nitrate (as NO3),Nitrite (as NO2),Phosphate,Potassium,Silica,Sodium,Sulfate
386,20/05/2012,26.15399933,37.29912949,305.2999878,7.079999924,-1.845299959,,670,0,200,4.650000095,1171,289,7.25,,31.88999939,0.200000003,<0.03,0.200000003,<0.0004,0.221000001,93.80000305,<0.0002,76.5,<0.0012,<0.01,0.287,0,<0.02,<0.1,0.009,17,0.0011,43,0.01,<0.04,1.299999952,38.59999847,78.59999847,120
387,20/05/2012,26.14574051,37.30158997,298.7000122,7.159999847,-1.869799972,,664.4000244,0,190,4.21999979,1071,297,7.25,,31.51000023,0.400000006,<0.03,0.200000003,<0.0004,0.224999994,91.80000305,<0.0002,79.19999695,<0.0012,<0.01,0.277999997,0,<0.02,<0.1,0.009,16.60000038,0.0017,43,0.01,<0.04,1.399999976,39.59999847,80.59999847,121
388,20/05/2012,25.94989014,37.22383881,980.7999878,6.260000229,-1.745700002,,2208.100098,0,220,4.730000019,3754,279,7.150000095,,32.13000107,0.5,<0.03,0.550000012,<0.0004,1.399999976,274,<0.0002,564,<0.0012,<0.01,0.727999985,0,<0.02,<0.1,0.028000001,71,0.0058,78.90000153,0.039999999,<0.04,2.099999905,55.40000153,337,600
389,20/05/2012,25.95401955,37.23797989,526.2999878,6.519999981,-2.181299925,,1395.400024,0,192,4.119999886,2317,329,7.539999962,,31.55999947,0.300000012,<0.03,0.360000014,<0.0004,1,146,<0.0002,311,<0.0012,<0.01,0.847000003,0,<0.02,<0.1,0.009,38.70000076,0.0023,78.19999695,,<0.04,2,57,231,336
390,20/05/2012,25.95401955,37.23797989,523.7999878,6.519999981,-2.176700115,,1396.699951,0,194,4.119999886,2317,329,7.539999962,,31.55999947,0.400000006,<0.03,0.370000005,<0.0004,0.991999984,145,<0.0002,308,<0.0012,<0.01,0.851000011,0,<0.02,<0.1,0.008,38.70000076,0.0017,79.5,0,<0.04,2,57,232,337
391,20/05/2012,26.46750069,36.49821854,1229.199951,5.949999809,-1.776299953,,5371.399902,0,285,6.579999924,9754,360,7.25,,30.57999992,0.300000012,<0.03,2.799999952,<0.0004,5.5,315,<0.0002,2280,<0.0012,<0.01,1.899999976,0,<0.02,<0.1,0.007,106,0.0012,38.20000076,0,<0.04,4.400000095,33.20000076,1474,827
392,20/05/2012,25.90756989,37.4133606,477.5,6.170000076,-2.422800064,,1253.099976,0,200,4.21999979,2205,325,7.800000191,,32.47000122,0.400000006,<0.03,0.340000004,<0.0004,1.5,148,<0.0002,386,<0.0012,<0.01,0.638999999,0,<0.02,<0.1,0.014,25.79999924,0.0011,49.29999924,0.01,<0.04,3,44.59999847,209,184
393,20/05/2012,26.77212906,36.68957901,61,8.359999657,-3.601900101,,204.6999969,,48,6.230000019,383,330,8.399999619,0.059999999,33.90000153,0.800000012,<0.03,0.340000004,<0.0004,0.164000005,19.39999962,0.89230001,49.29999924,<0.0012,<0.01,0.091799997,,<0.02,<0.1,0.030999999,3,0.0013,5.099999905,0,<0.04,0.078000002,6,41,32.70000076
394,21/05/2012,27.29619026,39.11865997,128.8999939,8.729999542,-2.079900026,,271.1000061,0,90,7.130000114,406,426,7.130000114,,27.39999962,0.300000012,<0.03,0.100000001,<0.0004,<0.02,39.90000153,<0.0002,42.5,<0.0012,<0.01,0.166999996,0,<0.02,<0.1,0.005,7,0.0018,16.5,0.01,<0.04,2.900000095,13.69999981,25.60000038,32.5
395,21/05/2012,28.27124977,38.97835922,192.3000031,7.170000076,-2.020400047,23.70259285,422.2000122,0,130,3.819999933,887,388,7.389999866,,52,0.400000006,<0.03,0.159999996,<0.0004,0.0209,45.90000153,<0.0002,76,<0.0012,<0.01,0.122000001,0,<0.02,<0.1,0.044,18.60000038,0.0102,1.600000024,0.100000001,<0.04,8.399999619,21.10000038,46.5,73.59999847
396,21/05/2012,28.27124977,38.97835922,193.6999969,7.170000076,-2.027299881,,424.6000061,0,128,3.819999933,887,388,7.389999866,,52,0.400000006,<0.03,0.159999996,<0.0004,0.021199999,46.79999924,<0.0002,76.40000153,<0.0012,<0.01,0.116999999,0,<0.02,<0.1,0.043000001,18.39999962,0.0109,4.5,,<0.04,8.199999809,21.10000038,45.70000076,75
397,21/05/2012,28.08770943,38.87136841,27.25,8.329999924,-3.346199989,,517.2999878,0,140,3.710000038,778,344,8.550000191,,26.28000069,0.899999976,<0.03,0.170000002,<0.0004,0.0208,8.899999619,<0.0002,92.09999847,<0.0012,<0.01,0.181999996,0,<0.02,<0.1,0.015,1.200000048,0.0018,1.100000024,0,<0.04,2.599999905,16.10000038,153,102
398,21/05/2012,27.47319031,38.90568924,136.3000031,8.609999657,-1.996999979,,290.8999939,0,94,7.03000021,453,432,7.079999924,,29.72999954,0.200000003,<0.03,0.100000001,<0.0004,<0.02,42.20000076,<0.0002,50.70000076,<0.0012,<0.01,0.141000003,0,<0.02,<0.1,0.005,7.400000095,0.0017,16.29999924,0.01,<0.04,2.900000095,13.80000019,29.79999924,33.40000153
399,21/05/2012,27.47370911,38.90533829,126.1999969,8.779999733,-2.102299929,,278,,84,6.630000114,444,439,7.130000114,0.090000004,28.55999947,0.300000012,<0.03,0.109999999,<0.0004,<0.02,38.29999924,<0.0002,48.5,<0.0012,<0.01,0.144999996,,<0.02,<0.1,0.012,7.300000191,0.0017,16.39999962,0.01,<0.04,2.900000095,13.60000038,30.79999924,36.09999847
400,21/05/2012,28.04442024,39.10897064,190.8999939,7.369999886,-1.842700005,,409.7999878,0,136,3.710000038,851,285,7.21999979,,50,0.5,<0.03,0.150000006,<0.0004,0.0207,45.70000076,<0.0002,68.40000153,<0.0012,<0.01,0.142000005,0,<0.02,<0.1,0.022,18.39999962,0.0088,4.5,,<0.04,7.800000191,20.39999962,43.90000153,64.30000305
401,21/05/2012,28.04442024,39.10897064,184.3000031,7.400000095,-1.82949996,24.7829628,408.7000122,0,140,3.710000038,851,285,7.21999979,,50,0.400000006,<0.03,0.159999996,<0.0004,0.021500001,43.20000076,<0.0002,67.69999695,<0.0012,<0.01,0.134000003,0,<0.02,<0.1,0.023,18.29999924,0.0095,4.300000191,0.01,<0.04,7.900000095,20.39999962,44.09999847,62.40000153
402,21/05/2012,27.00690079,38.49045944,195.8000031,8.149999619,-1.976699948,,399.2000122,0,110,7.190000057,726,402,7.130000114,,31.23999977,0.699999988,<0.03,0.059999999,<0.0004,<0.02,55.79999924,<0.0002,80.69999695,<0.0012,<0.01,0.099200003,0,<0.02,<0.1,0.046999998,13.5,0.0038,22.39999962,0.01,<0.04,5.900000095,14.60000038,40.09999847,55.70000076
403,21/05/2012,26.86484909,38.88169861,279.6000061,7.670000076,-1.685099959,,667,0,180,6.869999886,1112,415,7.03000021,,29.46999931,0.5,<0.03,0.230000004,<0.0004,0.022500001,75.5,<0.0002,142,<0.0012,<0.01,0.112999998,0,<0.02,<0.1,0.035,21.79999924,0.0016,32.40000153,0.02,<0.04,7.800000191,13.69999981,92,101
404,21/05/2012,26.86484909,38.88169861,286.2999878,7.599999905,-1.666499972,,672.7000122,0,188,6.869999886,1112,415,7.03000021,,29.46999931,0.400000006,<0.03,0.230000004,<0.0004,0.032600001,78.69999695,<0.0002,141,<0.0012,<0.01,0.115999997,0,<0.02,<0.1,0.034000002,21.5,0.0018,32.5,,<0.04,7.599999905,13.69999981,89.5,99.40000153
405,21/05/2012,27.94800949,38.51491165,1815.800049,6.099999905,-2.624000072,2.462962866,3645,0,180,4.389999866,5262,446,7.889999866,,30.19000053,16,<0.03,0.280000001,<0.0004,<0.02,198,<0.0002,529,<0.0012,<0.01,0.039000001,0,<0.02,<0.1,0.090000004,317,0.481400013,1.200000048,0.059999999,<0.04,9.300000191,14.80000019,465,1927
406,21/05/2012,27.94906998,38.51309967,1913.300049,6.300000191,-2.253299952,,3861.600098,,180,3.609999895,5641,316,7.539999962,,31.63999939,0.899999976,<0.03,0.150000006,<0.0004,<0.02,222,<0.0002,520,<0.0012,<0.01,0.064999998,,<0.02,<0.1,0.054000001,326,0.0105,2,,<0.04,10.60000038,20.89999962,492,2088
407,21/05/2012,27.94906998,38.51309967,1895,6.309999943,-2.262700081,,3848.600098,,176,3.609999895,5641,316,7.539999962,0.189999998,31.63999939,0.899999976,<0.03,0.159999996,<0.0004,<0.02,223,<0.0002,523,<0.0012,<0.01,0.052000001,,<0.02,<0.1,0.056000002,321,0.0113,2.200000048,0.050000001,<0.04,10.39999962,20.89999962,494,2078
408,21/05/2012,26.81085968,39.04232025,208.3000031,8.170000076,-1.942899942,,468.2000122,0,128,6.28000021,797,406,7.150000095,,29.78000069,0.300000012,<0.03,0.140000001,<0.0004,0.0262,49.5,<0.0002,87.5,<0.0012,<0.01,0.177000001,0,<0.02,<0.1,0.009,20.29999924,0.0023,30.20000076,0.01,<0.04,9.899999619,15.39999962,56.40000153,70.30000305
409,21/05/2012,26.97196007,38.75582123,237,7.650000095,-2.090899944,,554.2000122,0,144,7.630000114,877,433,7.329999924,,27.61000061,0.400000006,<0.03,0.150000006,<0.0004,0.021500001,73.30000305,<0.0002,118,<0.0012,<0.01,0.134000003,0,<0.02,<0.1,0.013,12.89999962,0.0014,34.29999924,0.029999999,<0.04,4.800000191,13.30000019,72.59999847,80.30000305
410,21/05/2012,27.71076965,38.14344025,154.1999969,7.730000019,-2.545399904,23.89185143,323.3999939,0,110,3.579999924,522,295,7.699999809,,31.62999916,0.400000006,<0.03,0.140000001,<0.0004,<0.02,45.5,<0.0002,50,<0.0012,<0.01,0.178000003,0,<0.02,<0.1,0.009,9.699999809,0.0018,18.29999924,0.02,<0.04,3.400000095,13.60000038,32.40000153,40
411,21/05/2012,27.71076965,38.14344025,151.8000031,7.75,-2.545200109,,324.2999878,0,110,3.579999924,522,295,7.699999809,,31.62999916,0.400000006,<0.03,0.140000001,<0.0004,<0.02,44.20000076,<0.0002,51.70000076,<0.0012,<0.01,0.186000004,0,<0.02,<0.1,0.009,9.899999619,0.0022,18.60000038,,<0.04,3.5,13.60000038,33,39.29999924
412,21/05/2012,27.27158928,38.72224045,122.5,8.350000381,-2.515599966,,282.1000061,0,90,7.300000191,423,462,7.559999943,,27.03000069,0.699999988,<0.03,0.159999996,<0.0004,<0.02,38.5,<0.0002,42.59999847,<0.0012,<0.01,0.231999993,0,<0.02,<0.1,0.011,6.300000191,0.0009,20.20000076,0,<0.04,2.900000095,13.39999962,31.20000076,36.29999924
413,22/05/2012,27.62701988,38.53916931,146.8000031,8.010000229,-2.655999899,,294,0,92,6.110000134,471,605,7.710000038,0.01,27.60000038,0.200000003,<0.03,,<0.0004,0.071099997,45.90000153,,47.79999924,,,0.270000011,,,<0.1,,7.699999809,,18.70000076,,<0.04,3,,36,42.59999847
414,22/05/2012,27.61582947,38.51605988,137.1999969,8.359999657,-2.364799976,4.184444427,305.6000061,0,94,6.130000114,465,446,7.429999828,,27.38999939,0.300000012,<0.03,0.150000006,<0.0004,0.097599998,41.70000076,<0.0002,49.40000153,<0.0012,<0.01,0.301999986,0,<0.02,<0.1,0.007,7.900000095,0.0013,17.39999962,0,<0.04,2.900000095,14.10000038,35.40000153,42.09999847
415,22/05/2012,27.61582947,38.51605988,139.3000031,8.369999886,-2.383699894,,300.3999939,0,90,6.130000114,465,446,7.429999828,,27.38999939,0.600000024,<0.03,0.150000006,<0.0004,0.091399997,43.20000076,<0.0002,47.59999847,<0.0012,<0.01,0.301999986,0,<0.02,<0.1,0.006,7.5,0.0011,17.89999962,,<0.04,3,14.19999981,35.5,40.79999924
416,22/05/2012,27.62890053,38.5526886,155.5,7.75,-2.832900047,,315.6000061,0,96,6.010000229,502,578,7.900000095,0.209999993,27.5,0.200000003,<0.03,,<0.0004,0.097800002,48.20000076,,53.79999924,,,0.224999994,,,<0.1,,8.399999619,,20.70000076,,<0.04,3.099999905,,38.09999847,47.09999847
417,22/05/2012,27.61838913,38.53227997,137.8000031,8.199999809,-2.523200035,,300.8999939,0,92,10.14000034,449,451,7.579999924,,27.75,0.600000024,<0.03,0.150000006,<0.0004,0.086400002,42.79999924,<0.0002,46.40000153,<0.0012,<0.01,0.293000013,0,<0.02,<0.1,0.006,7.400000095,0.001,18.29999924,0.01,<0.04,2.900000095,14.19999981,36.20000076,40
418,22/05/2012,27.62919044,38.55577087,158.3000031,7.099999905,-3.289799929,,333.8999939,0,106,6.199999809,538,548,8.390000343,0.039999999,29.28000069,0.699999988,<0.03,,<0.0004,0.095299996,49,,56.90000153,,,0.230000004,,,<0.1,,8.600000381,,19.89999962,,<0.04,3.299999952,,40.40000153,49.59999847
419,22/05/2012,27.63187027,38.55434036,159.8999939,7.619999886,-2.669699907,,338,0,110,6.989999771,534,579,7.809999943,0.050000001,29.62000084,0.699999988,<0.03,,<0.0004,0.101000004,49.79999924,,55.59999847,,,0.215000004,,,<0.1,,8.5,,20,,<0.04,3.099999905,,43,47.79999924
420,22/05/2012,26.24415016,36.46046829,56.59999847,8.399999619,-3.45359993,,104.1999969,0,48,5.239999771,235,336,8.270000458,0.02,33.86999893,0.400000006,<0.03,,<0.0004,0.065399997,20.29999924,,19.89999962,,,0.0035,,,<0.1,,1.399999976,,0.180000007,,<0.04,0.472000003,,11.5,2.400000095
421,22/05/2012,27.62074089,38.55529022,171.3000031,7.980000019,-2.312000036,5.353333473,367.8999939,0,112,5.309999943,550,456,7.449999809,,27.60000038,0.400000006,<0.03,0.150000006,<0.0004,0.096600004,53.5,<0.0002,56.59999847,<0.0012,<0.01,0.246999994,0,<0.02,<0.1,0.007,9,0.0008,20.89999962,0,<0.04,3.099999905,13.80000019,43.90000153,54.5
422,22/05/2012,27.62074089,38.55529022,174.3000031,7.949999809,-2.3046,,372.2999878,0,114,5.309999943,550,456,7.449999809,,27.60000038,0.400000006,<0.03,0.150000006,<0.0004,0.091399997,54.90000153,<0.0002,56.5,<0.0012,<0.01,0.238999993,0,<0.02,<0.1,0.007,8.899999619,0.0006,20.60000038,,<0.04,3.099999905,13.80000019,45,54.90000153
423,22/05/2012,27.6289196,38.54603958,154.8000031,7.699999809,-2.763999939,,318.3999939,0,100,5.699999809,536,576,7.860000134,0.01,29.15999985,0.400000006,<0.03,,<0.0004,0.091300003,47.90000153,,53.70000076,,,0.221000001,,,<0.1,,8.399999619,,20.29999924,,<0.04,3.099999905,,39,45.79999924
424,22/05/2012,26.23385048,36.45652008,53.29999924,8.550000191,-3.688999891,,99.19999695,0,46,5.909999847,155,322,8.43999958,0.039999999,27.28000069,0.200000003,<0.03,,<0.0004,0.067000002,19.29999924,,18.89999962,,,0.0029,,,<0.1,,1.200000048,,0.062100001,,<0.04,0.456999987,,10.80000019,2.5
425,22/05/2012,27.62327003,38.55289841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,22/05/2012,26.23413086,36.45428848,58.59999847,8.619999886,-3.335099936,,98.90000153,0,50,5.730000019,158,325,8.140000343,0.039999999,28.45000076,1,<0.03,,<0.0004,0.044199999,22.10000038,,13,,,0.0121,,,<0.1,,0.797999978,,0.028899999,,<0.04,0.312999994,,7.199999809,5.400000095
427,22/05/2012,28.05303001,39.22626877,177.8000031,7.699999809,-2.549700022,5.89925909,352.2000122,0,122,6.230000019,567,415,7.730000019,,28.98999977,1.399999976,<0.03,0.119999997,<0.0004,0.173999995,46.59999847,<0.0002,56.5,<0.0012,<0.01,0.126000002,0,<0.02,<0.1,0.028999999,14.69999981,0.0451,0.617999971,0,<0.04,6.699999809,17.29999924,36.59999847,50.79999924
428,22/05/2012,27.35251045,35.6853714,112.5999985,7.309999943,-3.279999971,,384.2999878,0,110,7.070000172,678,359,8.409999847,0.090000004,31.17000008,0.400000006,<0.03,,<0.0004,0.500999987,33.70000076,,140,,,0.0087,,,<0.1,,6.800000191,,0.119999997,,<0.04,3.299999952,,84.30000305,6.099999905
429,22/05/2012,27.35191917,35.68249893,114.8000031,7.079999924,-3.440599918,,390.7000122,0.0107,112,6.989999771,693,333,8.569999695,0.079999998,32.00999832,8.399999619,<0.03,,<0.0004,0.515999973,34.59999847,,142,,,0.044500001,,,<0.1,,6.800000191,,0.079999998,,<0.04,3.200000048,,85.5,6.5
430,22/05/2012,27.34745026,35.68869019,229.6999969,6.329999924,-3.07310009,,998.9000244,0,210,8.239999771,1688,311,8.43999958,0.050000001,29.07999992,0.400000006,<0.03,,<0.0004,1.200000048,63.20000076,,333,,,0.144999996,,,<0.1,,17.20000076,,6.199999809,,<0.04,6.199999809,,247,116
431,22/05/2012,27.34775925,35.69514847,122.4000015,8.100000381,-2.321700096,,399,0,114,4.539999962,702,328,7.489999771,0.01,30.92000008,0.300000012,<0.03,,<0.0004,0.549000025,38.29999924,,144,,,0.015900001,,,<0.1,,6.400000095,,0.129999995,,<0.04,4.300000191,,85.30000305,6.599999905
432,22/05/2012,27.4448204,38.32268906,104,8.479999542,-2.764100075,4.821111202,199.1000061,0,72,6.489999771,306,426,7.71999979,,27.86000061,0.5,<0.03,0.100000001,<0.0004,0.052499998,32.09999847,<0.0002,24.5,<0.0012,<0.01,0.160999998,0,<0.02,<0.1,0.013,5.699999809,0.0019,13.80000019,0,<0.04,2.200000048,13.5,16.20000076,18.70000076
433,23/05/2012,27.83503914,35.92174911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,23/05/2012,27.83482933,35.92195129,202.6000061,7.28000021,-2.906300068,,443,0,122,6.179999828,669,503,8.06000042,,26.97999954,1.399999976,<0.03,0.140000001,<0.0004,<0.02,57.20000076,<0.0002,62.09999847,<0.0012,<0.01,0.195999995,0,<0.02,<0.1,0.011,14.30000019,0.0015,38.29999924,0.01,<0.04,2.099999905,29.79999924,49.70000076,66.59999847
435,23/05/2012,26.85162926,36.91925049,313.7999878,7.75,-1.383100033,,657.0999756,0,176,6.010000229,1091,432,6.71999979,,29.69000053,0.300000012,<0.03,0.140000001,<0.0004,0.038899999,99.5,<0.0002,109,<0.0012,<0.01,0.317999989,0,<0.02,<0.1,0.008,15.60000038,0.0006,55.09999847,0.029999999,<0.04,2.5,30.60000038,66.5,101
436,23/05/2012,27.43174934,36.56068039,224.3999939,7.190000057,-2.154999971,,521.7000122,0,212,6.610000134,835,572,7.579999924,,30.37999916,0.400000006,<0.03,0.129999995,<0.0004,<0.02,55.59999847,<0.0002,43.90000153,<0.0012,<0.01,0.225999996,0,<0.02,<0.1,0.008,20.5,0.0014,25,0,<0.04,0.836000025,37.20000076,64.19999695,61.70000076
437,23/05/2012,26.85177994,36.92813873,302.7999878,6.659999847,-2.55279994,,632.7999878,0,160,5.809999943,1039,397,7.849999905,,31.87000084,0.400000006,<0.03,0.129999995,<0.0004,0.0274,95.59999847,<0.0002,107,<0.0012,<0.01,0.218999997,0,<0.02,<0.1,0.008,15.30000019,0.001,54.5,0,<0.04,2.400000095,30.10000038,65.69999695,101
438,23/05/2012,27.67421913,36.03919983,232.8000031,6.900000095,-2.498899937,,493.5,0,172,6.230000019,798,455,7.829999924,,30.75,0.200000003,<0.03,0.119999997,<0.0004,<0.02,70.09999847,<0.0002,48.29999924,<0.0012,<0.01,0.289000005,0,<0.02,<0.1,0.006,13.80000019,0.0006,26.39999962,0.01,<0.04,1.799999952,37.5,51.40000153,71.19999695
439,23/05/2012,26.90129089,36.87485886,267.8999939,6.440000057,-2.632999897,,1659.599976,0,300,6.110000134,2421,304,8.149999619,,27.25,0.5,<0.03,0.519999981,<0.0004,0.066100001,62.5,<0.0002,208,<0.0012,<0.01,1.700000048,0,<0.02,<0.1,0.025,26.79999924,0.0008,18.20000076,0.07,<0.04,5.800000191,38.90000153,410,586
440,23/05/2012,27.4318409,36.56039047,222.3000031,6.920000076,-2.28670001,,516.9000244,0,210,5.21999979,880,550,7.730000019,,34.22000122,2,<0.03,0.119999997,<0.0004,<0.02,54.90000153,<0.0002,45.29999924,<0.0012,<0.01,0.223000005,0,<0.02,<0.1,0.015,20.39999962,0.0015,24.89999962,0.01,<0.04,0.911000013,37.90000153,63.29999924,58.5
441,23/05/2012,27.42845917,36.55170059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,23/05/2012,26.90055084,36.80955124,260.7999878,6.639999866,-2.987299919,,1051,0,166,4.369999886,1650,299,8.25,,27.54000092,0.200000003,<0.03,0.449999988,<0.0004,0.062399998,75,<0.0002,239,<0.0012,<0.01,2.099999905,0,<0.02,<0.1,0.01,17.60000038,0.0008,31,0.02,<0.04,2.200000048,44.59999847,243,229
443,23/05/2012,27.43796921,36.29949188,1595.800049,6,-2.620199919,,3696.300049,0,140,6.389999866,6428,430,7.78000021,,31.18000031,0.600000024,<0.03,1.200000048,<0.0004,0.211999997,310,<0.0002,1098,<0.0012,<0.01,0.744000018,0,<0.02,<0.1,0.013,197,0.0005,120,0.01,<0.04,2.299999952,48,641,1133
444,23/05/2012,27.47267914,36.32212067,699.5999756,6.760000229,-2.510200024,,1581,0,150,6.829999924,3029,453,7.739999771,,30.22999954,0.400000006,<0.03,0.409999996,<0.0004,0.082699999,121,<0.0002,457,<0.0012,<0.01,0.202999994,0,<0.02,<0.1,0.006,95.30000305,0.0005,24.70000076,0,<0.04,4,46.59999847,246,434
445,23/05/2012,27.40126991,36.51013184,1329.599976,6.150000095,-1.947100043,,2003.099976,0,166,5.880000114,3901,298,7.21999979,,32.81000137,1.399999976,<0.03,0.170000002,<0.0004,0.142000005,366,<0.0002,848,<0.0012,<0.01,0.751999974,0,<0.02,<0.1,0.046999998,99.5,0.0031,31.79999924,0.01,<0.04,6.099999905,35.5,145,302
446,23/05/2012,26.98450089,36.82157135,403.7999878,6.690000057,-2.124900103,,1097.900024,0,180,3.680000067,1932,290,7.46999979,,32.33000183,0.300000012,<0.03,0.289999992,<0.0004,0.087399997,131,<0.0002,281,<0.0012,<0.01,2.200000048,0,<0.02,<0.1,0.008,18.29999924,0.0021,59.40000153,,<0.04,1.299999952,45.09999847,186,192
447,23/05/2012,26.98450089,36.82157135,420,6.639999866,-2.116100073,,1115.699951,0,184,3.680000067,1932,290,7.46999979,,32.33000183,0.400000006,<0.03,0.300000012,<0.0004,0.088200003,136,<0.0002,280,<0.0012,<0.01,2.400000095,0,<0.02,<0.1,0.008,19.20000076,0.0024,61.20000076,0.059999999,<0.04,1.200000048,46,180,204
448,23/05/2012,27.39698029,36.50090027,1259.599976,6.320000172,-2.374200106,,1854.199951,,100,6.340000153,3911,336,7.440000057,,35.29999924,0.699999988,<0.03,0.150000006,<0.0004,0.126000002,349,<0.0002,817,<0.0012,<0.01,0.210999995,,<0.02,<0.1,0.039999999,92.90000153,0.002,28.20000076,,<0.04,1.799999952,41.09999847,133,291
449,23/05/2012,27.39698029,36.50090027,1259.599976,5.940000057,-2.186100006,,1903.400024,,154,6.340000153,3911,336,7.440000057,0.050000001,35.29999924,1,<0.03,0.170000002,<0.0004,0.118000001,349,<0.0002,820,<0.0012,<0.01,0.174999997,,<0.02,<0.1,0.045000002,92.90000153,0.0023,30.20000076,0.01,<0.04,1.5,40.59999847,132,283
450,23/05/2012,27.61154938,36.45069885,234.3000031,6.940000057,-2.640500069,,464.2000122,0,166,7.380000114,815,414,7.960000038,,31.87999916,0.200000003,<0.03,0.100000001,<0.0004,<0.02,56.70000076,<0.0002,80,<0.0012,<0.01,0.324999988,0,<0.02,<0.1,0.005,22.20000076,0.0006,8.600000381,0.039999999,<0.04,2,32,49.70000076,46.09999847
451,23/05/2012,27.27514076,36.47784042,280.7999878,7.010000229,-2.254100084,,664.9000244,0,180,6.010000229,1132,369,7.610000134,,31.95999908,0.300000012,<0.03,0.150000006,<0.0004,<0.02,74.80000305,<0.0002,123,<0.0012,<0.01,0.504999995,0,<0.02,<0.1,0.028000001,22.5,0.0034,29.70000076,0,<0.04,1.100000024,40.59999847,87,105
452,23/05/2012,26.9736805,36.68048096,1627.5,5.510000229,-2.33100009,,5570.100098,0,200,5.269999981,10040,293,7.639999866,,31.87999916,0.300000012,<0.03,1.809999943,<0.0004,0.441000015,451,<0.0002,2166,<0.0012,<0.01,4.099999905,0,<0.02,<0.1,0.006,120,0.0007,91,0.01,<0.04,4,42.09999847,1357,1125
453,23/05/2012,27.34527016,36.49819183,401.7000122,6.769999981,-2.7493999,,749,0,114,5.630000114,1454,399,7.900000095,,33.91999817,0.400000006,<0.03,0.109999999,<0.0004,0.0396,104,<0.0002,214,<0.0012,<0.01,0.111000001,0,<0.02,<0.1,0.018999999,34,0.0007,23.29999924,0.039999999,<0.04,2.599999905,38.70000076,76.40000153,141
454,23/05/2012,27.27062035,36.48323822,233.6999969,7.480000019,-2.383500099,,523.2999878,,122,7.519999981,734,362,7.579999924,,32.50999832,1.299999952,<0.03,0.119999997,<0.0004,0.032099999,63.29999924,<0.0002,110,<0.0012,<0.01,0.326999992,,<0.02,<0.1,0.068999998,18.10000038,1.00E-04,21.29999924,,<0.04,1.200000048,30.70000076,72,84.40000153
455,23/05/2012,27.27062035,36.48323822,236.5,7.480000019,-2.390899897,,524.7000122,,120,7.519999981,734,362,7.579999924,0.100000001,32.50999832,1.200000048,<0.03,0.129999995,<0.0004,0.0274,64.09999847,<0.0002,110,<0.0012,<0.01,0.351000011,,<0.02,<0.1,0.071000002,18.29999924,0.0014,22.79999924,0.01,<0.04,1.200000048,29.70000076,73,85.19999695
456,23/05/2012,27.27518082,36.47977829,282.6000061,6.860000134,-2.355099916,,673.4000244,0,180,5.650000095,1147,352,7.710000038,,32.18000031,0.300000012,<0.03,0.150000006,<0.0004,0.032699998,78.69999695,<0.0002,126,<0.0012,<0.01,0.504999995,0,<0.02,<0.1,0.022,20.60000038,0.0029,30.20000076,0,<0.04,1.100000024,39.90000153,89.69999695,106
457,23/05/2012,26.57563019,37.01932144,408.2999878,6.610000134,-1.906900048,,1409.300049,0,272,3.660000086,2400,306,7.420000076,,31.13999939,0.200000003,<0.03,0.709999979,<0.0004,0.090300001,109,<0.0002,340,<0.0012,<0.01,2.099999905,0,<0.02,<0.1,0.006,32.59999847,0.0008,74.5,0.01,<0.04,2.200000048,53.59999847,304,217
458,24/05/2012,28.40788078,36.5875206,259,6.820000172,-2.872800112,,485,0,154,4.869999886,809,405,8.130000114,0.079999998,28.46999931,0.400000006,<0.03,,<0.0004,0.273000002,67.59999847,,112,,,0.186000004,,,<0.1,,21.60000038,,6.599999905,,<0.04,6.199999809,,56.70000076,60.09999847
459,24/05/2012,28.40893936,36.55849075,262.5,8.020000458,-1.38530004,,518.7999878,0,160,4.510000229,991,394,6.710000038,0.039999999,33.40000153,0.300000012,<0.03,,<0.0004,0.324999988,68,,130,,,0.151999995,,,<0.1,,22.20000076,,7.900000095,,<0.04,6.400000095,,64,60.09999847
460,24/05/2012,28.41094017,36.5389595,276.2000122,8.289999962,-1.170400023,,543.7000122,0,160,5.639999866,952,507,6.46999979,0.079999998,29.76000023,0.200000003,<0.03,,<0.0004,0.370999992,77.30000305,,138,,,0.067500003,,,<0.1,,19.89999962,,9.199999809,,<0.04,6.699999809,,68.30000305,64.19999695
461,24/05/2012,28.86774063,35.83882904,148.1000061,7.699999809,-2.710299969,,291.5,0,106,6.170000076,451,507,7.829999924,,28.69000053,0.699999988,<0.03,0.07,<0.0004,0.082699999,46.90000153,<0.0002,41.5,<0.0012,<0.01,0.166999996,0,<0.02,<0.1,0.067000002,7.400000095,0.0036,14.19999981,0.01,<0.04,2.599999905,11.10000038,26.79999924,34.5
